,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Helpful,Date
9010,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Helped with dry skin,Barry,5.0,United Kingdom,,Verified Purchase,Helped with dry flaky skin and helped stopped itching,0,2020-02-03
9026,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Fab.,Amazon Customer,5.0,United Kingdom,,Verified Purchase,"Absolutely brilliant, can use in baths, for minor cuts and cleaning. Will buy it again. Also really good for animals with skin problems.",0,2020-03-21
9028,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,For my dog,Amazon Customer,5.0,United Kingdom,,Verified Purchase,It is  very good has a shampoo for my dog who keeps getting fungal marks on her skin nothing else works,0,2020-02-10
9034,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Best for sanitising,Al B,5.0,United Kingdom,,Verified Purchase,Great product,0,2020-03-01
9047,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Great product.,TF.,5.0,United Kingdom,,Verified Purchase,Love this product and its exactly as the same that Vets prescribed.,0,2019-12-07
9053,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Pet owners rejoice!,Amazon Customer,5.0,United Kingdom,,Verified Purchase,This is 1000% cheaper than what you get charged by the vet! And is the same stuff!,0,2020-02-08
9087,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Fantastic 5 stars,Christopher,5.0,United Kingdom,,Verified Purchase,Brilliant stuff as always great price fast delivery,0,2020-01-09
9098,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Great stuff,Pawfectabullz,5.0,United Kingdom,,Verified Purchase,Only thing that helps my dogs fur,0,2020-01-07
9104,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Worth having in your house,Dizzy,5.0,United Kingdom,,Verified Purchase,"Amazing product .Sorts out fungus feet , stinky feet and boils .",0,2019-12-13
9124,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Why do to the vets?,Amazon Customer,5.0,United Kingdom,,Verified Purchase,Exactly the same product that your vets will charge you at least double for.,0,2020-01-18
9139,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,It does the job,MRS KATHRINE A BAYLY,5.0,United Kingdom,,Verified Purchase,Being a carer/ support worker within the community I wanted a product that I know and trust even though it cost more than usual,0,2020-03-21
9140,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Excellent,Bowlofcherries,5.0,United Kingdom,,Verified Purchase,Excellent,0,2020-01-02
9158,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Excellent,Amazon Customer,5.0,United Kingdom,,Verified Purchase,It is a very good antiseptic which I used on.my horses myd fever,0,2020-02-05
9161,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Did exactly what I bought it for,3Edward,5.0,United Kingdom,,Verified Purchase,Help me clear up folliculitis / shaving bumps,0,2020-03-18
9172,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Works well,Kevin fitzgerald,5.0,United Kingdom,,Verified Purchase,Very good,0,2020-02-15
9214,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Exactly as expected,Martin,5.0,United Kingdom,,Verified Purchase,Very quick delivery. Easy to use.,0,2019-12-20
9227,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Brilliant,It’s only me,5.0,United Kingdom,,Verified Purchase,Great for canine acne,0,2020-03-09
9229,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Great product,amazonuser,5.0,United Kingdom,,Verified Purchase,Excellent product,0,2020-02-05
9247,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Expensive to keep family safe in difficult times,Amazon Customer,5.0,United Kingdom,,Verified Purchase,Expensive for amount,0,2020-03-19
9263,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Brilliant product,shelly,5.0,United Kingdom,,Verified Purchase,"Brilliant stuff. Used for my dogs itchy skin, works brilliantly",0,2020-01-03
9285,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Hibiscrub is top class,Carolyn Nulty,5.0,United Kingdom,,Verified Purchase,Just what we need during this time,0,2020-03-17
9328,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,getting what I order with no disappointments,chris,5.0,United Kingdom,,Verified Purchase,Bad skin on face and back this is the best for an clear skin for me and family,0,2020-03-15
9356,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,good value for money,Lotti L.,5.0,United Kingdom,,Verified Purchase,does the job perfectly,0,2019-12-06
9364,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Great value for money,Gillian,5.0,United Kingdom,,Verified Purchase,This is amazing value - buy it here and don't buy it from your vet!,0,2020-01-31
9370,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Fantastic service,Tara,5.0,United Kingdom,,Verified Purchase,"Fantastic service and quality item, thank you.",0,2020-03-02
9422,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Xx,Carol E,5.0,United Kingdom,,Verified Purchase,Good for hygiene,0,2020-01-25
9434,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Safe and effective,Amazon Customer,4.0,United Kingdom,,Verified Purchase,I bought it for my dog and I am satisfied with the result,0,2020-01-22
9435,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Excellent!,Amazon Customer,5.0,United Kingdom,,Verified Purchase,"Good product, fast delivery",0,2020-03-05
9440,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Accurate,CNB,5.0,United Kingdom,,Verified Purchase,Good product and the cheapest I could find it albeit still overpriced.,0,2020-03-15
9489,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Hibiscrub,Iris Calthorpe,5.0,United Kingdom,,Verified Purchase,Nothing to dislike,0,2020-03-22
9538,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,It Worked,cozbcsfhl,5.0,United Kingdom,,Verified Purchase,A Good Product,0,2020-03-11
9575,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,5*,MJ👌,5.0,United Kingdom,,Verified Purchase,Excellent soap!,0,2020-02-17
10099,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Waste of money without dispenser,Pamela McCartney,3.0,United Kingdom,,,"Not great, half pours away wasted as no pump dispenser. I know you can get it separately but ridiculous that you have to in first place.",0,2020-01-20
10109,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,I always keep a bottle in the house,PearlyFurball,5.0,United Kingdom,,,Very good for cleaning after my operation,0,2020-02-25
10110,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Does what it says on the tin!,John True,5.0,United Kingdom,,,Does what it says on the tin! Be mindful this is strong stuff - anti bacterial - and not to be used too often or instead of regular pet shampoo. Follow instructions & you'll be golden. Good value too.,0,2020-01-07
10113,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Waiting...,Na88,3.0,United Kingdom,,,"Read the reviews that its good for bad skin, have only used it 3 times and little abit of improvement but still waiting for better results.Delivery was brilliant.",0,2019-12-27
10120,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Great for skin cleansing,Amazon Customer,5.0,United Kingdom,,,"Good fast delivery, makes you feel clean and fresh.",0,2020-03-30
10122,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Kels smelly feet!,Will,5.0,United Kingdom,,,"As previous poster said, bought this for my Mrs Kels feet as they can be unbelievably stinky! Especially between the her (long) toes. Really does work and cheap too!",0,2020-02-26
10184,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,high quality cleaner,sandra antoniou,5.0,United Kingdom,,Verified Purchase,I have used this for years it is very strong so a little goes a long way as it should be diluted I always have one in the cupboard( I do have horses and pigs) well I generally always have one as they are a bit thin on the ground at the moment ! Great for cleaning away germs smells nice too,0,2020-03-21
10211,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Best cleaners,Wildcat,5.0,United Kingdom,,Verified Purchase,"This is the best cleaners for dogs , hands , and a variety off thing",0,2020-03-05
10212,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Hibiscrub,JW,5.0,United Kingdom,,Verified Purchase,"Just whatvwas needed, smells fine and doing exactly what we need it for",0,2019-12-06
10232,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Excellent product,Davina,5.0,United Kingdom,,Verified Purchase,"Best dog shampoo ever, dog no longer scratches",0,2020-02-13
10235,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Heavense,ihab,5.0,United Kingdom,,Verified Purchase,does the job as well expected. Thank you,0,2020-01-29
10238,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Good product,Amazon Customer,5.0,United Kingdom,,Verified Purchase,Does what it says on the bottle,0,2019-12-10
10249,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Good stuff,Snake,5.0,United Kingdom,,Verified Purchase,Great stuff does the job.,0,2020-02-10
10253,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Scrub,leelee,5.0,United Kingdom,,Verified Purchase,Great purchase,0,2020-01-30
10261,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Great item,Miss kitty,5.0,United Kingdom,,Verified Purchase,Great item,0,2020-02-05
10262,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,As described,Amazon Customer,5.0,United Kingdom,,Verified Purchase,As described smells nice too,0,2020-01-09
10264,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Ok,A BA,5.0,United Kingdom,,Verified Purchase,Good stuff,0,2020-02-17
10267,"Hibiscrub Health Care, 500ml",4.7,10763,7.50,Good for hot spots,Jane b.,5.0,United Kingdom,,Verified Purchase,Great to treat dog hot spots or sore skin or,0,2020-01-22
10311,Bodyclock Health Care Ltd - Self Adhesive Electrodes 40X100Mm (Pk4),4.7,816,6.88,Easy to use and great adhesion!,Megan C.,5.0,United Kingdom,,Verified Purchase,Absolute life saver in labour. Borrowed an Elle TENS off a friend and these were recommended as the replacement pads. They are so easy to use and most importantly stayed in place for the entire 10 hours of labour. Would definitely recommend!,0,2020-01-09
10322,Bodyclock Health Care Ltd - Self Adhesive Electrodes 40X100Mm (Pk4),4.7,816,6.88,USEFUL,christine ann davis,5.0,United Kingdom,,Verified Purchase,DID WHAT IT SAYS ON THE TIN,0,2020-03-28
10335,Bodyclock Health Care Ltd - Self Adhesive Electrodes 40X100Mm (Pk4),4.7,816,6.88,Good purchase,MP,5.0,United Kingdom,,Verified Purchase,These pads work well. And are very good for related use.,0,2020-03-23
10389,Bodyclock Health Care Ltd - Self Adhesive Electrodes 40X100Mm (Pk4),4.7,816,6.88,Useful,Ava_zhou,5.0,United Kingdom,,Verified Purchase,Useful,0,2020-03-04
10486,Bodyclock Health Care Ltd - Self Adhesive Electrodes 40X100Mm (Pk4),4.7,816,6.88,Good to have,CheshireSmilez,5.0,United Kingdom,,Verified Purchase,These are great for my tens machine and came in really handy,0,2019-12-02
10498,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2244,14.99,Almost perfect,Jennifer Rea,4.0,United Kingdom,Colour: Blue 2,Verified Purchase,Really like the travel bag its solid and looks good. The only negative is the comb is damaged it's all bent and unusable. The rest of the products are of a high standard.,3,2019-12-27
10512,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2244,14.99,Sad it did have full use on pack,Mary K,2.0,United Kingdom,Colour: Blue,Verified Purchase,Bought this pack as was desperate for thermoniter virus outbreak made a shortage thought great this pack has one in but sadly the battery was dead so no good for situation needed sorry about this feedback it these awkward times,0,2020-03-24
10523,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2244,14.99,Super handy kit!,Claire,5.0,United Kingdom,Colour: Blue 2,Verified Purchase,"So pleased I bought this. I got it mainly for the nail clippers and scissors, but I've used most of the other items too. I've found the ear cleaner especially useful, which is not something that comes with most kits. For the price you get so many handy things, would definitely recommend buying it!",0,2020-02-15
10529,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2244,14.99,The best!,Ivelina Mincheva,5.0,United Kingdom,Colour: Blue,Verified Purchase,Surprisingly good quality of everything included in the pack. Very nicely organised by the manufacturers.I would recommend that is very useful,0,2020-02-09
10534,"Lictin Baby Health Care Kit - Baby Grooming Kit Newborn Baby Care Accessories, 15PCS Safety Cutter Nail Care Set",4.,2244,14.99,Everything in one,Rebecca Orr,5.0,United Kingdom,Colour: Blue 2,Verified Purchase,This is great everything you need in one wish it came in other colours I’ve had to buy blue when I’m having a girl,0,2020-02-21
