,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,State,Review,Helpful,Date
13507,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,WD 2 TB Elements Portable External Hard Drive,consumer,5.0,United Kingdom,Verified Purchase,The hard drive has been used to archive Apple Time-capsule data and is easy to use and ideal for this purpose. The hard drive would be equally suitable for a number of other data storage purposes also.,0,2020-02-27
13511,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Extra storage capacity,Amazon Customer,5.0,United Kingdom,Verified Purchase,This was bought as part of my grandson’s Christmas present. He is absolutely thrilled with it because he has more storage capacity on his laptop and now has the capability of more updates.,0,2020-01-21
13515,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Excellent,Mr C G Taylor,5.0,United Kingdom,Verified Purchase,"Needed somthing to store all my digital photos on.  This is perfect.  When it arrived I just plugged it in, it was recognised immediately and started loading data.  Perfect.",0,2020-01-10
13520,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,First Class storage device,CRUSADER 777,5.0,United Kingdom,Verified Purchase,I have had a number of plug-in hard drives and this one tops the lot.  The perfect device for anyone who needs to store a large number of photos or videos.,0,2020-03-04
13534,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Top quality,Ben,5.0,United Kingdom,Verified Purchase,Only just use it and ot works so far for what I want it to do (xbox one ) now I can play my game without deleting others 👍👍,0,2019-12-26
13543,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Very good storage and security,Jayem,5.0,United Kingdom,Verified Purchase,"With all the scams and Ransom software, I save to external drives, nothing of value on my main computer",0,2020-03-12
13553,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Great product,Keith Williams,5.0,United Kingdom,Verified Purchase,Great for all my storage requirements. Easy set up and works really well. Very compact.,0,2020-01-09
13561,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Works well. Fast access time.,Zygmunt  Matkowski,5.0,United Kingdom,Verified Purchase,It is clearly a way to store important data as safe as cloud storage or VPN's.,0,2020-03-13
13571,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,1TB external portable hard drive,linjac,5.0,United Kingdom,Verified Purchase,Perfect item for my grandson just starting uni.  Thank you,0,2019-12-29
13573,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Fantastic,Mr M Jones,5.0,United Kingdom,Verified Purchase,Fantastic product. High speed data transfer. Well made,0,2019-12-07
13577,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,2.72TB not 3 TB but still great value,Niall Galvin,5.0,United Kingdom,Verified Purchase,Well it says 3 TB but infact is 2.72 TB that's 280 GBs less. Why?,0,2020-01-11
13579,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,"Easy to use , nice size",Susy Allan,5.0,United Kingdom,Verified Purchase,Really nice size easy to use very pleased,0,2020-01-27
13590,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Compact with lots of capacity,Mr. Malcolm R. Bates,5.0,United Kingdom,Verified Purchase,"Great little disk, easy to use and very compact",0,2020-02-24
13596,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Very compact with high capacity,roywoodham,5.0,United Kingdom,Verified Purchase,Very compact and good value for money,0,2020-02-16
13600,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Great,laura,5.0,United Kingdom,Verified Purchase,"Great, easy to use and store",0,2020-01-22
13605,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Good stuff,Bloggs,5.0,United Kingdom,Verified Purchase,Does a good job for a good price,0,2020-03-04
13612,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,seems to do what it says on the tin,JMS,5.0,United Kingdom,Verified Purchase,Easy to set up,0,2020-02-20
13624,"WD 4 TB Elements Portable External Hard Drive - USB 3.0, Black",4.7,32447,69.74,Excellent for money,philip yearsley,5.0,United Kingdom,Verified Purchase,Excellent,0,2020-02-06
15552,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Quality replacement Horstmann 7 Electric timer controller,Ricky,5.0,United Kingdom,Verified Purchase,"My daughter just bought a flat and seller had replaced the old cylinder boiler with a new one.
The Horstmann timer was very old and working fine, but i wanted to change this for a digital one.
After reading the reviews and contacting Horstmann technical service, a really nice guy, Steve, assured me
how easy this was to change.
As mentioned by other users here, this is a doddle to change.
Switch off power. Unscrew the old front face. There are 5 wires connected to the back plate, via spade connectors.
They are marked 1 to 5. Simply pull each one out, remove the old front face.
This new one is a direct backwards compatible, with the same 5 wires, spade connections.
Simply push each one to the corresponding number on the back plate. Offer this plate to back box,
and screw to back box.
Set the GMT/BST switch. All done. Its factory pre programmed for economy 7, so you dont have to set the time.
Fantastic product.",2,2020-02-23
15571,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Easy to fit,Derek Wood,5.0,United Kingdom,Verified Purchase,"What they say is what you get. Great product from Horstmann. Bought as a replacement for their  older manual timer, fitted to the original back box without rewiring. Just unscrew the old timer from the back box, remove the cable push fittings and replace with the new one. It so easy as the cable connections are numbered on both the cable connectors and the back box.",0,2020-03-06
15576,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Gr8 product,Kindle Customer,5.0,United Kingdom,Verified Purchase,Only had it 2 days but substantially better then my old unit. Water v hot now. I would recommend this product for an economy 7 user. Its versatile so would suit most peoples needs with an emersion boiler.,0,2020-04-01
15583,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Easy to install,Meesh,5.0,United Kingdom,Verified Purchase,So simple to install as I had the old version. Means I am finally able to control my water tank. Not paying a fortune when I don't need to. Very happy.,0,2020-01-07
15595,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Poor quality,K. Singh,1.0,United Kingdom,Verified Purchase,"Not the easiest to install, timers are difficult to set especially with the second timer option. The boost option timer affects  the boost button from working.",0,2019-12-28
15596,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Unreliable,Mr. K. Smith,2.0,United Kingdom,Verified Purchase,The clock change feature is always three months late on mine (so it changes the time in mid-summer and mid-winter instead of at the end of march and the end of october). Otherwise it's OK and a slight improvement on the old analogue one I had before.,0,2020-01-23
15600,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Hits man timer,Trevor Fisher,5.0,United Kingdom,Verified Purchase,Best timer fir off peak control,0,2020-01-21
15602,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Easy swap!,Amr G.,5.0,United Kingdom,Verified Purchase,It is a direct and easy replacement from the former Analogue version! Highly recommended.,0,2019-12-16
15609,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,"Just the job, would buy again",MilesBoz,4.0,United Kingdom,Verified Purchase,4 star +,0,2020-01-23
15610,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Good Twin Tariff Timer,Kindle Customer,5.0,United Kingdom,Verified Purchase,Brilliant instruction for use and installation. Genuine kit well labled  speeds up installation. It even knew the time and date out of the box.,0,2019-12-10
15635,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Compatible with the old Electronic 7,Mr R.,5.0,United Kingdom,Verified Purchase,Fixes to the existing wired in back box of the old type Electronic 7 controller. Easy to swap over.,0,2019-12-30
15636,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Good replacement for the mechanical version,JVS,5.0,United Kingdom,Verified Purchase,Easy to install as a replacement for the mechanical controller. A very good improvement with Simple plug in connections exactly as the old one.,0,2020-01-29
15643,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Money saver,Christopher O'Brien,5.0,United Kingdom,Verified Purchase,"Saves you money, easy to install, so easy to use",0,2020-01-28
15647,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,A very good replacement for one that was over 30 years old👍🏼,Jim tweedie,5.0,United Kingdom,Verified Purchase,"This replaced an existing one and was so easy to install, I would certainly recommend this product.",0,2020-02-13
15649,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,"Good product, effective with eco7 tariffs",sergey,4.0,United Kingdom,Verified Purchase,"Good product, effective with eco7 tariffs",0,2020-03-12
15659,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,",",Micheal Hennessy,5.0,United Kingdom,Verified Purchase,Replaced an old Hirst ann. The timer is great,0,2020-03-14
15677,"Horstmann Electronic 7 Water Heater, Multi",4.6,366,69.64,Whats the cost,mark pagett,5.0,United Kingdom,Verified Purchase,Ease of installation,0,2020-03-11
15708,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Great sound but uncomfortable for my ears,Struan Robertson,2.0,United Kingdom,Verified Purchase,"When I lost my old running headphones, I looked at all the reviews for possible replacements - and I found there wasn't an obvious winner. Clearly there's a lot of subjectivity in headphones, particularly when it comes to comfort. I chose the Bose in large part because all the truly wireless ones I considered had a feature I disliked about my old Plantronics Backbeat Fit headphones: to adjust volume, or to hit pause, effectively requires jamming the tiny speakers into your ear. Which can't be good for your ears; and hurts. With the Bose, the control is on the band, not the speaker. The sound quality is excellent. But I found the fit uncomfortable: the design requires putting them in the ear and twisting them, which creates a seal like some sort of sonic toilet plunger. It's as fun as that sounds. When I ran, they fell out 3 times over the course of an hour. I tried a different size of ear hook (3 sizes come in the box) but still they felt uncomfortable. (Additional, niche issue: if you wear these at the gym, and do squats with a barbell, you may find that the little metal shirt clip is exactly where you'd rest the bar on your shoulders.)A big thank you to Amazon Prime, though: I contacted support to explain I'd worn the headphones and they weren't comfortable; could I send them back? Yes, they said. I can't imagine many retailers would offer a full refund on headphones after they've been put in someone's ears. Here's hoping for you, dear reader, they're not re-sold to you.",1,2020-02-04
15717,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Poor design and fit,Amazon Customer,2.0,United Kingdom,Verified Purchase,"I've had these for a year now, and have used them frequently, mostly in the gym and running etc.  This is my first review, but I thought it worth doing as these cost quite a bit of money.The whole time I've used these the poor fitment has been a constant niggle.  I wouldn't say I have odd ears in any way, normal ear buds always fit great, but the design of these do not fit at all well.  They sound great as long as you're not doing much and you're in a quiet environment, but as soon as you use these for any sport related activity (so there's either wind noise, music in the background, or you're own movement) they lose the seal in your ear and you get lots of background noise, even at full volume.  This is especially crap considering they're sold as being made for sport.I have tried the other size rubber attachments that are included, as well as paying extra for aftermarket ones.  None have fit properly and I'm now sure it's just down to the poor design of these rubber bits.  So after finally giving in after a lot of frustration I have bought new wireless earbuds at half the price, which seem to sound just as good but also seal perfectly.",2,2019-12-09
15762,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Highly recommended.,staceym2000,5.0,United Kingdom,Verified Purchase,Always had Bose products and these did not disappoint.Love them.I purchased the BeatsX under the recommendation of someone else. They sounded awful like being in a tin can. I returned them and purchased these.Highly recommended.,0,2020-01-01
15772,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Great,Magnet,5.0,United Kingdom,Verified Purchase,"Excellent product. Different sized ear pieces is a useful feature.My wife & I pair them to Bose headphones which works well except there’s often a delay between the picture & the sound, which is annoying.",0,2019-12-08
15796,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Best Yet,Tigerdeano,4.0,United Kingdom,Verified Purchase,"I've had many pairs of sports headphones. These are the ones that fit the ear best. Still not perfect, but so much better than the Sony predecessors.",0,2020-01-13
15797,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Breaks easily!!!,Samir Thapa,1.0,United Kingdom,Verified Purchase,It looks and sounds great but somehow it mic do not work after a month. Expensive item that breaks easily. Bose service gave up and failed to replace it.,0,2020-03-02
15810,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,"Great for workout and music ,not ideal for taking calls",Amazon Customer,4.0,United Kingdom,Verified Purchase,"Great for music and workout . I wanted to use it for taking calls as well ,but it’s not ideal for that per-say as always it does not connect directly to earphones and you have to manually change it on phone .Noice cancellation during calls are also not great . So buy it for the music ,it’s great sound quality and is good for your workout as well.",0,2020-03-08
15826,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Best headphone ever,Charly,5.0,United Kingdom,Verified Purchase,The sound is excellent and fit very perfect.You can't get headphone better this. The sound and the bass is the best ever. You can't get any sound better than this. Try it and you will not regret it.l gave five star for sound and quality,0,2019-12-23
15832,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Amazing,Dusty,5.0,United Kingdom,Verified Purchase,Great ear plugs fantastic sounds and really fit well,0,2020-01-27
15836,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Top quality headphones ideal for jogging,jjeffrey jackson,5.0,United Kingdom,Verified Purchase,Top quality headphones ideal for jogging,0,2019-12-29
15839,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Usual Bose quality,Mr. C. N. Stevenson,5.0,United Kingdom,Verified Purchase,Ideal for gym and running. Ear pieces fit great. Have tried several other cheaper versions but just don’t cut the mustard,0,2020-02-20
15845,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Good product,Rosa Luxemberg,5.0,United Kingdom,Verified Purchase,My son really likes them,0,2020-03-01
15862,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Awesome!,Griff Griffin,5.0,United Kingdom,Verified Purchase,I got these for my girlfriend and she would give them 6 out of 5 if she could! You simply cannot beat Bose!,0,2020-03-03
15869,Bose SoundSport Wireless Headphones - Blue,4.,5165,95.00,Practical and comfortable,Lilian Martins,5.0,United Kingdom,Verified Purchase,Very comfortable and practical earphones. It easily enables to receive phone calls.,0,2020-03-14
